,algorithm,bias,seed,recall,fpr_ratio,fnr_ratio,precision_ratio,tpr_ratio,config
0,XGB,noise50_50,0,0.6601815823605707,1.5367778195262225,-0.4477866081184986,-1.0785061052805875,0.2289999523585478,0
1,XGB,noise50_50,0,0.7431906614785992,0.8712561471012015,-0.4629658036344302,-0.588927069149166,0.1586906200587439,1
2,XGB,noise50_50,0,0.3586251621271076,0.9737831714504992,-0.1180460661208381,-0.6943591067056134,0.2113136323980927,2
3,XGB,noise50_50,0,0.7269779507133592,1.354993901002466,-0.6984930857195017,-0.8959479596903236,0.2577832338693531,3
4,XGB,noise50_50,0,0.7315175097276264,0.8329309296602632,-0.4564622837967693,-0.5534511085207205,0.1662389513991509,4
5,XGB,noise50_50,0,0.7315175097276264,0.9678284552725188,-0.5138615854621638,-0.6455067396861773,0.1867730966377808,5
6,XGB,noise50_50,0,0.7088197146562906,1.525617551007822,-0.4263136114244844,-1.099867827409249,0.173981876393119,6
7,XGB,noise50_50,0,0.6575875486381323,0.3941577958019204,-0.2665740585569093,-0.2212738586810376,0.1384701281389877,7
8,XGB,noise50_50,0,0.6679636835278858,0.5961520891447816,-0.3550852634216876,-0.3581614621036718,0.1757562985528194,8
9,XGB,noise50_50,0,0.7237354085603113,1.215501250913383,-0.5972602969486731,-0.8133353315029471,0.2250762510356474,9
10,XGB,noise50_50,0,0.6206225680933852,1.6668452655392811,-0.2745505518008287,-1.2423384580903205,0.16744543118699,10
11,XGB,noise50_50,0,0.7185473411154345,0.8631020044099564,-0.4211356555887482,-0.5816257528344331,0.1638863733055876,11
12,XGB,noise50_50,0,0.7509727626459144,0.8596114729414374,-0.3550852634216879,-0.6121967464817444,0.1171724793341746,12
13,XGB,noise50_50,0,0.5998702983138781,0.0613670359428711,-0.1845339563299083,0.0462874143210002,0.1229620333829569,13
14,XGB,noise50_50,0,0.7509727626459144,1.161452028361159,-0.5089133982750644,-0.8118187965242603,0.1671163629891938,14
15,XGB,noise50_50,0,0.7412451361867705,1.167696604043177,-0.5114801259838953,-0.8109167960536245,0.1768137855683536,15
16,XGB,noise50_50,0,0.6361867704280155,1.4323822078523558,-0.4752972899516573,-0.9693618007949572,0.2699799973312253,16
17,XGB,noise50_50,0,0.7425421530479897,0.7880021965659862,-0.3948416315662691,-0.5402537438277054,0.1360894673685695,17
18,XGB,noise50_50,0,0.728923476005188,0.8306174790610056,-0.4519468026742769,-0.5514639756816054,0.1668050597048707,18
19,XGB,noise50_50,0,0.6939040207522698,1.3961246990945206,-0.7294807782031856,-0.8889958172232459,0.3160713736112222,19
20,XGB,noise50_50,0,0.7431906614785992,1.1118596589453,-0.4779420112072212,-0.7769651880532831,0.163740513934228,20
21,XGB,noise50_50,0,0.7172503242542153,1.2396406673127198,-0.446233151479883,-0.8745315799082087,0.1746380681552796,21
22,XGB,noise50_50,0,0.7016861219195849,0.2549105090517913,-0.3073885213903908,-0.1100307281688929,0.1302278806752604,22
23,XGB,noise50_50,0,0.7360570687418937,1.2665128974543858,-0.5303650889200162,-0.8804988094678928,0.1882165723619161,23
24,XGB,noise50_50,0,0.7457846952010376,0.9016627262231348,-0.4075526833158233,-0.6297778779939267,0.1380436576690078,24
25,XGB,noise50_50,0,0.6089494163424124,1.4283330339417355,-0.2275011722188684,-1.0755853625955207,0.1458683001189429,25
26,XGB,noise50_50,0,0.732166018158236,1.2485753815159717,-0.507936751505059,-0.8706548362822341,0.1840484593012449,26
27,XGB,noise50_50,0,0.642023346303502,1.5034214422750818,-0.2968133849025501,-1.1096438533064503,0.1650260929495008,27
28,XGB,noise50_50,0,0.732166018158236,0.8398775511554553,-0.3648482323615849,-0.5863154025590274,0.1327930427426507,28
29,XGB,noise50_50,0,0.7457846952010376,1.23454516879575,-0.5285680842771896,-0.8612806647837252,0.1782984500425379,29
30,XGB,noise50_50,0,0.6115434500648509,0.3162544828157902,-0.2873750357261711,-0.1204788464447897,0.1821062120700896,30
31,XGB,noise50_50,0,0.7178988326848249,1.4499893582784713,-0.8892459134252758,-0.9063737046574968,0.3399735561098682,31
32,XGB,noise50_50,0,0.622568093385214,1.5048039013974548,-0.1215016247570572,-1.1914533520374946,0.0736199177623374,32
33,XGB,noise50_50,0,0.728923476005188,1.2218380454139983,-0.4519468026742769,-0.864241257030299,0.1668050597048707,33
34,XGB,noise50_50,0,0.745136186770428,1.1664468600391722,-0.5195793010499343,-0.8098523082926429,0.1759275455797911,34
35,XGB,noise50_50,0,0.7120622568093385,1.3143702497220742,-0.2925285024959009,-0.9802569266202026,0.1179088056566715,35
36,XGB,noise50_50,0,0.632295719844358,1.637744553913461,-0.366076047339664,-1.179604734809412,0.2120235724866702,36
37,XGB,noise50_50,0,0.6964980544747081,1.037408646302178,-0.5416006484295386,-0.6690515668999453,0.2336196389852855,37
38,XGB,noise50_50,0,0.7334630350194552,0.931083822567192,-0.3809678977248621,-0.6556404487226399,0.1376835390897226,38
39,XGB,noise50_50,0,0.7470817120622568,0.9821332353993264,-0.4399741610082007,-0.6860040508415157,0.147857472327573,39
40,XGB,noise50_50,0,0.6173800259403373,1.306564038690905,-0.7320896307059437,-0.725933695889466,0.4473054161717528,40
41,XGB,noise50_50,0,0.6964980544747081,1.301369840002523,-0.3394376583912113,-0.9501859125799944,0.1472964471056291,41
42,XGB,noise50_50,0,0.6738002594033723,1.5818470767200763,-0.3325256379077992,-1.1646671369234716,0.1603673334163375,42
43,XGB,noise50_50,0,0.5875486381322957,1.3708539139756266,-0.2106953540865126,-1.0338911076456612,0.1477244600922329,43
44,XGB,noise50_50,0,0.7029831387808041,1.2613785435257665,-0.5932450006164518,-0.8358165104338122,0.2475994675107869,44
45,XGB,noise50_50,0,0.7386511024643321,0.7195941985351542,-0.3887754762851951,-0.4847218476676057,0.1367678329079871,45
46,XGB,noise50_50,0,0.6783398184176395,1.323500324677092,-0.6188045470470703,-0.8563440895898009,0.2897486932768674,46
47,XGB,noise50_50,0,0.7360570687418937,0.6766799915545667,-0.4427673758998812,-0.4330024853847575,0.157609574671202,47
48,XGB,noise50_50,0,0.7464332036316472,1.1802170243047445,-0.5376132238801958,-0.8166142783018533,0.1806654645864542,48
49,XGB,noise50_50,0,0.5486381322957199,1.2703686168095687,-0.2168324822979192,-0.9363925441762164,0.1782151174769762,49
50,XGB,noise50_50,1,0.6588845654993515,1.2443007758519826,0.0114837330066929,-1.0432320007722946,-0.0059455749738309,0
51,XGB,noise50_50,1,0.7496757457846952,0.8059179306772408,-0.2172987311701893,-0.6089812350376472,0.0723800761593784,1
52,XGB,noise50_50,1,0.4040207522697795,0.8916200904309779,0.0569932695321746,-0.8795873355016314,-0.0841168133703484,2
53,XGB,noise50_50,1,0.7347600518806745,1.4044836319963596,-0.4545103975943496,-1.0119674259525748,0.1626325088759563,3
54,XGB,noise50_50,1,0.7334630350194552,0.8532235406463606,-0.2805316804062063,-0.6257405272327304,0.1015613958202028,4
55,XGB,noise50_50,1,0.7308690012970168,1.000331405600509,-0.362208999407629,-0.719088999308354,0.132598623944591,5
56,XGB,noise50_50,1,0.7140077821011673,1.3136959944563236,-0.3259995385698545,-0.9729701480754848,0.1299532367399772,6
57,XGB,noise50_50,1,0.6634241245136187,0.3824102825069607,0.0280143761695964,-0.3425728539937478,-0.0142138592197008,7
58,XGB,noise50_50,1,0.6809338521400778,0.6540360237786058,-0.1301672922045777,-0.5038403612506401,0.0609289986423317,8
59,XGB,noise50_50,1,0.7315175097276264,1.0183077531024556,-0.3277315041011802,-0.7438335648765615,0.1196945043639035,9
60,XGB,noise50_50,1,0.6160830090791181,1.5213684418974307,-0.0750616550865664,-1.2322555248991738,0.0467534469510928,10
61,XGB,noise50_50,1,0.7250324254215305,0.8416458258410335,-0.3193939381829267,-0.6021066814721308,0.1205649362775437,11
62,XGB,noise50_50,1,0.7561608300907912,0.8024731372094493,-0.285667444534636,-0.5894911974255063,0.0917571297859188,12
63,XGB,noise50_50,1,0.6076523994811932,0.1267989621038493,-0.0968440775446482,-0.0644883197951051,0.0624895126299486,13
64,XGB,noise50_50,1,0.74189364461738,1.065404239253894,-0.4307177773379188,-0.7559334943758735,0.1486449492999445,14
65,XGB,noise50_50,1,0.754863813229572,1.0339482382968654,-0.2223970210410252,-0.7904390821273666,0.0720368796782564,15
66,XGB,noise50_50,1,0.6478599221789884,1.379233585156631,-0.3138285370367363,-1.009359235597953,0.1698852144829218,16
67,XGB,noise50_50,1,0.7490272373540856,0.8752944065930329,-0.3145801364498747,-0.6383641674419622,0.1049170110196689,17
68,XGB,noise50_50,1,0.7354085603112841,0.9291441526704824,-0.3760945256625794,-0.6597196081607107,0.1344662549938678,18
69,XGB,noise50_50,1,0.6828793774319066,1.3267013819835578,-0.4599379162529127,-0.9246137340275332,0.211797306097249,19
70,XGB,noise50_50,1,0.7431906614785992,1.0532777161826947,-0.2405795550060981,-0.7992728050164716,0.0828907046896698,20
71,XGB,noise50_50,1,0.704928664072633,1.3515506829936403,-0.3667205851391819,-0.9866182139872676,0.1526112419744973,21
72,XGB,noise50_50,1,0.7055771725032426,0.3294401064199765,-0.155724865176427,-0.2294682777056045,0.0648901171480925,22
73,XGB,noise50_50,1,0.7282749675745784,1.0983262341284912,-0.2191311357420629,-0.839124752003741,0.081558371172579,23
74,XGB,noise50_50,1,0.7457846952010376,0.8986335326803404,-0.273001032698476,-0.6675192099272267,0.0927217140493639,24
75,XGB,noise50_50,1,0.6024643320363164,1.3581208262422018,-0.0104955709735907,-1.1398246606479647,0.0069251525340915,25
76,XGB,noise50_50,1,0.7263294422827496,1.250669014092751,-0.4045552901172238,-0.9033444609208636,0.1513525840099534,26
77,XGB,noise50_50,1,0.6498054474708171,1.3528636719222746,0.0758941097891559,-1.1605902131410155,-0.0409072101697334,27
78,XGB,noise50_50,1,0.7425421530479897,0.9220858150705148,-0.3355015532438808,-0.6681424990444126,0.1157270049560402,28
79,XGB,noise50_50,1,0.7405966277561609,1.2038080527029265,-0.5625076498934604,-0.8286470671074001,0.1944679050042402,29
80,XGB,noise50_50,1,0.6154345006485085,0.4836648002949467,-0.1480445862347437,-0.3417879313046535,0.0923989711732405,30
81,XGB,noise50_50,1,0.7153047989623865,1.409824680822824,-0.6813036979485914,-0.9380714230326768,0.2663169473866441,31
82,XGB,noise50_50,1,0.6523994811932555,1.3541771798581568,-0.0744790275349384,-1.094821410094344,0.0396641408599189,32
83,XGB,noise50_50,1,0.7159533073929961,1.1687385840975688,-0.175484526784213,-0.9073784194753806,0.069503423632127,33
84,XGB,noise50_50,1,0.7444876783398184,1.0922093563276487,-0.3904469041071567,-0.7892576550128128,0.1330989145116884,34
85,XGB,noise50_50,1,0.7101167315175098,1.229062983556923,-0.2429465695500139,-0.9325500391428112,0.0988894482894463,35
86,XGB,noise50_50,1,0.6413748378728924,1.4312786079463882,-0.1289974905431377,-1.1324639352497996,0.0720569370274422,36
87,XGB,noise50_50,1,0.6861219195849546,1.225263568566262,-0.5204002563916154,-0.8238247552176731,0.2355640313298075,37
88,XGB,noise50_50,1,0.7386511024643321,1.0063152507498512,-0.3010842939656521,-0.7440085679527526,0.106076035015237,38
89,XGB,noise50_50,1,0.748378728923476,1.0195088390800766,-0.2760686397247229,-0.7637134549663571,0.092478058924999,39
90,XGB,noise50_50,1,0.6018158236057068,1.4759943106681552,-0.5585925998900769,-0.9376212043595796,0.3660885462438281,40
91,XGB,noise50_50,1,0.7055771725032426,1.3739426631652971,-0.1302191075635927,-1.0832194710021938,0.0542802966830938,41
92,XGB,noise50_50,1,0.6666666666666666,1.411161333497117,-0.1123695727263578,-1.1220375577579598,0.0561379770839847,42
93,XGB,noise50_50,1,0.5849546044098574,1.303327301008954,0.08558282939316,-1.157495933559941,-0.0607390846987027,43
94,XGB,noise50_50,1,0.7055771725032426,1.12781874628988,-0.4782387329958561,-0.7728139729457134,0.1977028785355571,44
95,XGB,noise50_50,1,0.748378728923476,0.6888338232636536,-0.2911097711250398,-0.4940302738098273,0.0974818962357195,45
96,XGB,noise50_50,1,0.6614785992217899,1.61853810278584,-0.6064040798062651,-1.083005739859487,0.3062478168282871,46
97,XGB,noise50_50,1,0.7380025940337225,0.7431027139546889,-0.351003544699749,-0.5177080074806464,0.1239163356529581,47
98,XGB,noise50_50,1,0.7626459143968871,0.978856802052544,-0.2782046273060157,-0.7338436748929966,0.0862578857071436,48
99,XGB,noise50_50,1,0.5486381322957199,1.2621606452561596,-0.1019925200967928,-1.012868370276341,0.0838553954918391,49
100,XGB,noise50_50,2,0.6776913099870299,1.2948349085676452,-0.1960485781221111,-0.993845080657162,0.0931052415163045,0
101,XGB,noise50_50,2,0.7444876783398184,0.752501406957496,-0.4054169389718323,-0.5095330387148563,0.138271423498375,1
102,XGB,noise50_50,2,0.3929961089494163,1.422888943509319,-0.0973724978560882,-1.1338171564686994,0.1504427698050641,2
103,XGB,noise50_50,2,0.7295719844357976,1.3430955563056417,-0.6762116383434951,-0.8950967970169501,0.246555978446099,3
104,XGB,noise50_50,2,0.7341115434500648,0.7730561412620987,-0.5045250839847569,-0.4925155068453968,0.1810210709577121,4
105,XGB,noise50_50,2,0.7380025940337225,0.884043921647575,-0.4975541404611859,-0.5867215494268208,0.1750153022649503,5
106,XGB,noise50_50,2,0.7120622568093385,1.2523581741827383,-0.3716017007196706,-0.9060975636449152,0.1495038208354488,6
107,XGB,noise50_50,2,0.6673151750972762,0.4289056558625928,-0.1558009881162564,-0.3008726914393848,0.0776004136494636,7
108,XGB,noise50_50,2,0.6867704280155642,0.6261831688840178,-0.3346211608619717,-0.4011715470123057,0.1520112988810013,8
109,XGB,noise50_50,2,0.7243839169909209,1.068921719597304,-0.549244004029191,-0.7115674895805965,0.2067041241993713,9
110,XGB,noise50_50,2,0.6446173800259404,1.3934020084438423,-0.1189635192779182,-1.1034165919973462,0.0655487908840193,10
111,XGB,noise50_50,2,0.7269779507133592,0.8143989300990216,-0.4556469715168679,-0.5361494753640896,0.1698142694779448,11
