,algorithm,bias,seed,recall,fpr_ratio,fnr_ratio,precision_ratio,tpr_ratio,config
0,XGB,group_size_50,0,0.7159533073929961,0.0304535642022444,-0.1243598400530403,0.0095081215709541,0.0493049916576478,0
1,XGB,group_size_50,0,0.7568093385214008,-0.0164386572747554,-0.00020957582698,0.0074874411346382,6.734440053779453e-05,1
2,XGB,group_size_50,0,0.5603112840466926,0.2259361917987437,-0.1458659609437755,-0.1025381617124377,0.114400019879533,2
3,XGB,group_size_50,0,0.7555123216601816,0.0432440944259001,-0.0001687565804143,-0.0416355199253958,5.4610487532706135e-05,3
4,XGB,group_size_50,0,0.7425421530479897,0.0059412881149046,0.0292891862813693,-0.0193995435499843,-0.0101553431727096,4
5,XGB,group_size_50,0,0.7386511024643321,0.014467020946099,-0.0426386634628153,-0.0056077378515811,0.0150846318211816,5
6,XGB,group_size_50,0,0.7652399481193255,0.0443100415827021,-0.1041605398658882,-0.0162382476659884,0.0319378596875599,6
7,XGB,group_size_50,0,0.6634241245136187,0.0038098767142503,-0.0981932619315159,0.0324507817315962,0.0497956208209851,7
8,XGB,group_size_50,0,0.6880674448767834,-0.0025843423683307,-0.0825253497695742,0.0272422694663168,0.0374003938673085,8
9,XGB,group_size_50,0,0.7444876783398184,0.0421781590499957,-0.0804222731864067,-0.018143781524773,0.0275923894115954,9
10,XGB,group_size_50,0,0.7159533073929961,-0.0409524048464073,0.0338361429099727,0.0167151944975386,-0.0134241737999598,10
11,XGB,group_size_50,0,0.7386511024643321,-0.0153729218435978,-0.0569638917638217,0.023232428237769,0.0201512277991813,11
12,XGB,group_size_50,0,0.7626459143968871,-0.0217674078522816,0.1021216901010959,-0.0143055031149463,-0.0317746144842063,12
13,XGB,group_size_50,0,0.6102464332036317,-0.0356229475736997,-0.1993107503224087,0.1323653674967431,0.1271391317102104,13
14,XGB,group_size_50,0,0.7730220492866408,0.0336510652226416,-0.0090033068255484,-0.031481765011153,0.0026435528935216,14
15,XGB,group_size_50,0,0.7788586251621271,0.0432440944259001,-0.034825988894944,-0.0333614310533482,0.0098873061783255,15
16,XGB,group_size_50,0,0.7166018158236057,-0.0068471657511616,0.0537078327236666,-0.0181031732800578,-0.02123947307361,16
17,XGB,group_size_50,0,0.748378728923476,-0.0036500463968032,0.081867012285597,-0.0257823064066526,-0.0275216338648924,17
18,XGB,group_size_50,0,0.7425421530479897,-0.0121757396841775,-0.014319554355328,0.0080363602974266,0.0049648239845055,18
19,XGB,group_size_50,0,0.7308690012970168,0.0048755817603735,-0.1247097964018489,0.0278204648049192,0.0458906786023561,19
20,XGB,group_size_50,0,0.7736705577172504,0.0123355700016278,0.0819096570895754,-0.0358095613984894,-0.0239582316878603,20
21,XGB,group_size_50,0,0.7412451361867705,0.0283219387822244,-0.0142102551362978,-0.0254038507694691,0.0049604145474744,21
22,XGB,group_size_50,0,0.7003891050583657,-0.0249647274063796,-0.1425406280415868,0.0654340212362636,0.060924074924481,22
23,XGB,group_size_50,0,0.7691309987029832,0.0496399642714676,-0.0411499592878557,-0.0366629503373954,0.0123505711348369,23
24,XGB,group_size_50,0,0.7587548638132295,0.0006127665187571,-0.0235420796576037,-0.0004381761737221,0.0074848159630207,24
25,XGB,group_size_50,0,0.685473411154345,0.0411122351638573,-0.0460646523137127,-0.0229106801965522,0.0211338774748722,25
26,XGB,group_size_50,0,0.75810635538262,-0.0111100193730625,0.0152204647426255,-0.0009469801997753,-0.0048565342387474,26
27,XGB,group_size_50,0,0.7243839169909209,0.1082994557169886,-0.040043554119565,-0.0832773729994287,0.0152343155679554,27
28,XGB,group_size_50,0,0.74189364461738,0.0251245577238267,0.0074848159630207,-0.0290053523206027,-0.0026040016605629,28
29,XGB,group_size_50,0,0.7736705577172504,-0.0313595588819228,-0.0503961001174788,0.0317088597273383,0.01474063196582,29
30,XGB,group_size_50,0,0.6095979247730221,0.0123355700016278,-0.1845183509383563,0.0837695622135377,0.1180431911107192,30
31,XGB,group_size_50,0,0.7503242542153048,0.0229930050054222,-0.1350268285047313,0.0119447684553581,0.0448947350224262,31
32,XGB,group_size_50,0,0.7237354085603113,0.0709634013152342,-0.0873743703784206,-0.0373319319255642,0.0333402578085435,32
33,XGB,group_size_50,0,0.767833981841764,0.0315193891993698,-0.0570039104886923,-0.0177993939771048,0.0172327925145831,33
34,XGB,group_size_50,0,0.7821011673151751,-0.0079128755948066,0.0246599597711528,-0.0052035946075392,-0.0068704770140492,34
35,XGB,group_size_50,0,0.7723735408560312,-0.0025843423683307,0.03214687019729,-0.0117174225176848,-0.009474011196815,35
36,XGB,group_size_50,0,0.708171206225681,0.1093666731011443,-0.2496730235341034,-0.0117579708761717,0.1026420490033608,36
37,XGB,group_size_50,0,0.7094682230869002,0.0176642275303761,-0.0956086770010827,0.0117024116169272,0.0391357023709126,37
38,XGB,group_size_50,0,0.751621271076524,0.0091384179366047,-0.0151166129741112,-0.0095121155280506,0.0049952639373227,38
39,XGB,group_size_50,0,0.7723735408560312,0.0539041441821976,-0.0171772382712482,-0.0461043230195079,0.0050621536961653,39
40,XGB,group_size_50,0,0.6478599221789884,-0.0015186390667531,-0.1574221107126666,0.0672058663579515,0.0854873279642939,40
41,XGB,group_size_50,0,0.7503242542153048,0.0752289432755542,-0.0149991981883578,-0.0639691647494528,0.004990960474463,41
42,XGB,group_size_50,0,0.7457846952010376,0.0123355700016278,-0.0366827673125476,-0.0059697547433442,0.0125028907296456,42
43,XGB,group_size_50,0,0.6848249027237354,-0.0686709173369184,-0.040015607640908,0.0666734376780895,0.0184143761212799,43
44,XGB,group_size_50,0,0.7373540856031129,-0.0068471657511616,-0.0566455214566948,0.0162117590946579,0.0201735084939814,44
45,XGB,group_size_50,0,0.7594033722438391,-0.0281621084647744,0.0619325999853969,0.0009346693648505,-0.0196204141995772,45
46,XGB,group_size_50,0,0.728923476005188,-0.0292279171760581,-0.0339351114169602,0.028521370198849,0.0126189674344577,46
47,XGB,group_size_50,0,0.7470817120622568,-0.0356229475736997,-0.0665157654807559,0.0418309894126515,0.0225130251953525,47
48,XGB,group_size_50,0,0.7827496757457847,-0.0089785876191576,-0.1045418017710901,0.0250011454636352,0.0290001366178208,48
49,XGB,group_size_50,0,0.6504539559014267,0.0613670359428711,-0.0942686828377119,-0.0152984897245292,0.0506394304540383,49
50,XGB,group_size_50,1,0.7282749675745784,-0.1815368160036456,0.1671899438087066,0.0892801756026232,-0.0623584120086942,0
51,XGB,group_size_50,1,0.7594033722438391,0.0180353428486366,0.061343864221291,-0.0401391733842183,-0.0194367613275874,1
52,XGB,group_size_50,1,0.5356679636835279,-0.1003130207296697,0.111140004309831,-0.0064336608610501,-0.0963813786821547,2
53,XGB,group_size_50,1,0.7555123216601816,-8.167259303755934e-05,0.1219905243786105,-0.0417560005002505,-0.0394728983155056,3
54,XGB,group_size_50,1,0.7431906614785992,0.0095097077132742,0.1099176920780349,-0.0485617535736818,-0.0379810030342782,4
55,XGB,group_size_50,1,0.7399481193255513,0.0095097077132742,0.1016250642613038,-0.0467278353745377,-0.0357160192373978,5
56,XGB,group_size_50,1,0.7594033722438391,0.0553383883627339,0.076902634850072,-0.0748607562804425,-0.0243660059252974,6
57,XGB,group_size_50,1,0.6634241245136187,0.0169696348949332,0.1504075817946925,-0.0880002837056316,-0.076301829701652,7
58,XGB,group_size_50,1,0.6880674448767834,0.0393502855622515,0.1244757877682049,-0.0895784438885718,-0.0564303134133386,8
59,XGB,group_size_50,1,0.7470817120622568,0.0446794120026694,0.1260774819018533,-0.0813898402296963,-0.042677860922535,9
60,XGB,group_size_50,1,0.7042801556420234,-0.1024476673547892,0.174457944272746,0.0148863757705833,-0.0732284972276118,10
61,XGB,group_size_50,1,0.7386511024643321,0.0116411132987824,0.158591538813725,-0.0653430947118372,-0.0560957975938826,11
62,XGB,group_size_50,1,0.7652399481193255,0.0276268343722296,0.070283375918311,-0.0497054996793532,-0.0215629885565608,12
63,XGB,group_size_50,1,0.6115434500648509,-8.167259303755934e-05,-0.0209015183666859,0.0017123144767272,0.0132754240533007,13
64,XGB,group_size_50,1,0.7658884565499352,-0.0043445750635716,0.1264058148666042,-0.0374659282062704,-0.0386336585717101,14
65,XGB,group_size_50,1,0.77431906614786,-0.0352537953061961,0.1219905243786102,-0.0095401140989266,-0.0355507526078696,15
66,XGB,group_size_50,1,0.7269779507133592,0.025495367726128,0.0841471732339376,-0.0567078945998052,-0.0316042761231248,16
67,XGB,group_size_50,1,0.7503242542153048,0.0159039285404005,0.1049170110196689,-0.0512196091046879,-0.0349113684792788,17
68,XGB,group_size_50,1,0.7438391699092088,0.0329555849497591,0.1174513647634427,-0.0699352996040937,-0.0404450429857591,18
69,XGB,group_size_50,1,0.7328145265888456,0.0574703191837001,0.0084479928338169,-0.0594824240304752,-0.0030802412794416,19
70,XGB,group_size_50,1,0.7782101167315175,-0.0235287397332658,0.1068470381180681,-0.0149541167552936,-0.0304498951605727,20
71,XGB,group_size_50,1,0.745136186770428,-0.0203312121018956,0.1179351596819244,-0.0258638038907679,-0.04033552206143,21
72,XGB,group_size_50,1,0.6990920881971465,0.0105754105787187,-0.0148583076403598,-0.0129491565487265,0.0063949999315966,22
73,XGB,group_size_50,1,0.7821011673151751,0.0169696348949332,0.1944075336169911,-0.067427207734682,-0.0541240552765164,23
74,XGB,group_size_50,1,0.7600518806744487,0.0340213517854514,-0.0399416863101716,-0.0269316675632087,0.0126070648713487,24
75,XGB,group_size_50,1,0.6893644617380026,-0.1473075700508998,0.1490353473928389,0.0575104111052453,-0.0671486100622499,25
76,XGB,group_size_50,1,0.7626459143968871,-0.0341878237140962,0.227773758805202,-0.039415005725211,-0.0708130131214042,26
77,XGB,group_size_50,1,0.7282749675745784,-0.1376890286812108,0.3474821843739453,-0.0024305553598819,-0.129277033848647,27
78,XGB,group_size_50,1,0.748378728923476,-0.0032788438486237,0.0819558625763577,-0.029366974745014,-0.0275569173401272,28
79,XGB,group_size_50,1,0.7788586251621271,-0.0075417951689146,0.0647656556856603,-0.0181661868046783,-0.0183902014496865,29
